"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","Channel-2","SDA","SCL"
72124,3262,1000000,0,1,1,0,0,0,1,1
72214,3352,1000000,0,1,0,0,0,0,1,1
72216,3354,1000000,0,1,1,0,0,0,1,1
72217,3355,1000000,0,1,0,0,0,0,1,1
72218,3356,1000000,0,1,1,0,0,0,1,1
72219,3357,1000000,0,1,0,0,0,0,1,1
72367,3505,1000000,0,0,0,0,0,0,1,1
72368,3506,1000000,0,1,0,0,0,0,1,1
72372,3510,1000000,0,0,0,0,0,0,1,1
72373,3511,1000000,0,1,0,0,0,0,1,1
72376,3514,1000000,0,0,0,0,0,0,1,1
72380,3518,1000000,0,1,0,0,0,0,1,1
72381,3519,1000000,0,0,0,0,0,0,1,1
72382,3520,1000000,0,1,0,0,0,0,1,1
72383,3521,1000000,0,0,0,0,0,0,1,1
78181,9319,1000000,0,1,0,0,0,0,1,1
78185,9323,1000000,0,0,0,0,0,0,1,1
78186,9324,1000000,0,1,0,0,0,0,1,1
78237,9375,1000000,0,1,1,0,0,0,1,1
78352,9490,1000000,0,1,1,1,0,0,1,1
78355,9493,1000000,0,1,1,0,0,0,1,1
78356,9494,1000000,0,1,1,1,0,0,1,1
78570,9708,1000000,0,1,1,1,1,0,1,1
78573,9711,1000000,0,1,1,1,0,0,1,1
